Rep_Code,Order_Source,Order_Type,Order_Num,Customer_Number,Subcategory,Product_Code,Brand,Subseries,Revenue,Quantity,Invoice_Date,Order_Date,Segment,category
Rep010,S,BO,2DCA7L,4294,BI,P4,B2,Keyboards,4430,4,29SEP2009:12:00:00 AM,13FEB2009:12:00:00 AM,Public sector,U
Rep007,S,BO,2DCA7L,4294,LU,P10,B5,Power Adaptors,979,4,30SEP2009:12:00:00 AM,13FEB2009:12:00:00 AM,Private Sector,Q
Rep001,S,BO,2DCA7L,4294,UN,P7,B4,Power cables,3571,2,01OCT2009:12:00:00 AM,13FEB2009:12:00:00 AM,Private Sector,W
Rep003,S,BO,2DCA7L,4294,4B,P2,B2,Headsets & Microphones,2166,3,02OCT2009:12:00:00 AM,13FEB2009:12:00:00 AM,Large Enterprise,Y
Rep001,S,BO,2DCFHF,7249,DI,P7,B4,Power cables,4457,1,03OCT2009:12:00:00 AM,16FEB2009:12:00:00 AM,Public sector,A
Rep002,S,BO,2DCFHF,7249,TW,P2,B5,Headsets & Microphones,1236,1,04OCT2009:12:00:00 AM,16FEB2009:12:00:00 AM,Large Enterprise,W
Rep002,S,BO,2DCFHF,7249,XB,P8,B5,Hard Drives,2007,4,05OCT2009:12:00:00 AM,16FEB2009:12:00:00 AM,Public sector,Y
Rep003,E,BO,2DCHE1,7267,UN,P7,B4,Power cables,2951,1,06OCT2009:12:00:00 AM,17FEB2009:12:00:00 AM,Large Enterprise,W
Rep007,E,BO,2DCHE1,7267,3B,P9,B2,Monitors,1942,1,07OCT2009:12:00:00 AM,17FEB2009:12:00:00 AM,Private Sector,Y
Rep001,E,BO,2DCKWJ,9523,TW,P8,B2,Hard Drives,1278,1,08OCT2009:12:00:00 AM,17FEB2009:12:00:00 AM,Large Enterprise,W
Rep006,S,BO,2DCKWJ,9523,3B,P8,B3,Hard Drives,2533,2,09OCT2009:12:00:00 AM,17FEB2009:12:00:00 AM,Others,Y
Rep005,E,BO,2DCL4D,9434,,P4,B3,Keyboards,4586,4,10OCT2009:12:00:00 AM,17FEB2009:12:00:00 AM,Private Sector,G
Rep003,E,BO,2DCL4D,9434,BI,P4,B1,Keyboards,4559,2,11OCT2009:12:00:00 AM,17FEB2009:12:00:00 AM,Public sector,U
Rep004,E,BO,2DCL4D,9434,CA,P4,B2,Keyboards,3690,1,12OCT2009:12:00:00 AM,17FEB2009:12:00:00 AM,Others,X
Rep009,S,BO,2DCL4D,9434,3B,P4,B2,Keyboards,4432,3,13OCT2009:12:00:00 AM,17FEB2009:12:00:00 AM,Large Enterprise,Y
Rep007,S,BO,2DCP9Y,5826,CA,P7,B2,Power cables,4139,1,14OCT2009:12:00:00 AM,18FEB2009:12:00:00 AM,Public sector,X
Rep010,S,BO,2DCP9Y,5826,UN,P4,B3,Keyboards,2089,1,15OCT2009:12:00:00 AM,18FEB2009:12:00:00 AM,Large Enterprise,W
Rep003,S,BO,2DCP9Y,5826,3B,P4,B4,Keyboards,2562,3,16OCT2009:12:00:00 AM,18FEB2009:12:00:00 AM,Large Enterprise,Y
Rep006,S,BO,2DCPAT,3569,CA,P10,B4,Power Adaptors,4871,4,17OCT2009:12:00:00 AM,18FEB2009:12:00:00 AM,Large Enterprise,X
Rep010,E,BO,2DCPAT,3569,XB,P10,B5,Power Adaptors,1446,3,18OCT2009:12:00:00 AM,18FEB2009:12:00:00 AM,Public sector,Y
Rep010,E,BO,2DCPY3,270,UN,P1,B3,Batteries,2361,4,19OCT2009:12:00:00 AM,18FEB2009:12:00:00 AM,Private Sector,W
Rep004,E,BO,2DCPY3,270,WB,P5,B1,Printers,3749,3,20OCT2009:12:00:00 AM,18FEB2009:12:00:00 AM,Private Sector,Y
Rep007,S,BO,2DCQE2,7767,RB,P6,B2,Speakers,1863,2,21OCT2009:12:00:00 AM,19FEB2009:12:00:00 AM,Private Sector,Y
Rep010,S,BO,2DCQMK,2530,XB,P7,B5,Power cables,1738,2,22OCT2009:12:00:00 AM,19FEB2009:12:00:00 AM,Large Enterprise,Y
Rep001,S,BO,2DCR0Q,2703,TW,P2,B1,Headsets & Microphones,4424,4,23OCT2009:12:00:00 AM,19FEB2009:12:00:00 AM,Large Enterprise,W
Rep010,S,BO,2DCR0Q,2703,XB,P5,B4,Printers,2302,1,24OCT2009:12:00:00 AM,19FEB2009:12:00:00 AM,Large Enterprise,Y
Rep003,E,BO,2DCT5W,6816,CA,P1,B4,Batteries,2950,3,25OCT2009:12:00:00 AM,20FEB2009:12:00:00 AM,Others,X
Rep006,E,BO,2DCVM2,7739,CA,P5,B1,Printers,2478,2,26OCT2009:12:00:00 AM,21FEB2009:12:00:00 AM,Public sector,X
Rep001,S,BO,2DCVM2,7739,,P9,B4,Monitors,1043,3,27OCT2009:12:00:00 AM,21FEB2009:12:00:00 AM,Public sector,G
Rep003,S,BO,2DCW06,7981,Z,P9,B5,Monitors,2778,2,28OCT2009:12:00:00 AM,22FEB2009:12:00:00 AM,Others,U
Rep004,S,BO,2DCW59,8064,3B,P2,B2,Headsets & Microphones,1748,1,29OCT2009:12:00:00 AM,22FEB2009:12:00:00 AM,Public sector,Y
Rep005,S,BO,2DCW96,8131,UN,P8,B3,Hard Drives,2937,2,30OCT2009:12:00:00 AM,22FEB2009:12:00:00 AM,Others,W
Rep004,S,BO,2DCW96,8131,XB,P4,B2,Keyboards,1981,2,31OCT2009:12:00:00 AM,22FEB2009:12:00:00 AM,Public sector,Y
Rep010,E,BO,2DCXMT,8078,CA,P10,B4,Power Adaptors,2269,3,01NOV2009:12:00:00 AM,23FEB2009:12:00:00 AM,Private Sector,X
Rep010,E,BO,2DCXMT,8078,TW,P1,B2,Batteries,4411,4,02NOV2009:12:00:00 AM,23FEB2009:12:00:00 AM,Others,W
Rep006,S,BO,2DCXMT,8078,WB,P9,B1,Monitors,2826,4,03NOV2009:12:00:00 AM,23FEB2009:12:00:00 AM,Public sector,Y
Rep005,E,BO,2DD006,9808,3B,P8,B3,Hard Drives,2207,4,04NOV2009:12:00:00 AM,24FEB2009:12:00:00 AM,Large Enterprise,Y
Rep007,S,BO,2DD00N,9808,3B,P7,B4,Power cables,1784,2,05NOV2009:12:00:00 AM,24FEB2009:12:00:00 AM,Others,Y
Rep002,S,BO,2DD00Y,9808,3B,P4,B3,Keyboards,3454,4,06NOV2009:12:00:00 AM,24FEB2009:12:00:00 AM,Public sector,Y
Rep003,E,BO,2DD0P0,139,UN,P9,B5,Monitors,3391,1,07NOV2009:12:00:00 AM,24FEB2009:12:00:00 AM,Others,W
Rep008,E,BO,2DD0P0,139,3B,P1,B1,Batteries,3871,2,08NOV2009:12:00:00 AM,24FEB2009:12:00:00 AM,Large Enterprise,Y
Rep001,E,BO,2DD19N,600,XB,P6,B5,Speakers,4886,4,09NOV2009:12:00:00 AM,25FEB2009:12:00:00 AM,Others,Y
Rep008,S,BO,2DD2DQ,2532,UN,P7,B2,Power cables,1502,2,10NOV2009:12:00:00 AM,25FEB2009:12:00:00 AM,Large Enterprise,W
Rep005,E,BO,2DD2DQ,2532,RB,P8,B1,Hard Drives,2162,3,11NOV2009:12:00:00 AM,25FEB2009:12:00:00 AM,Public sector,Y
Rep009,E,BO,2DD2K6,1322,TW,P7,B4,Power cables,1863,1,12NOV2009:12:00:00 AM,25FEB2009:12:00:00 AM,Public sector,W
Rep008,S,BO,2DD2K6,1322,WB,P9,B4,Monitors,2902,3,13NOV2009:12:00:00 AM,25FEB2009:12:00:00 AM,Large Enterprise,Y
Rep003,E,BO,2DD2M0,4682,TW,P4,B2,Keyboards,3533,2,14NOV2009:12:00:00 AM,25FEB2009:12:00:00 AM,Private Sector,W
Rep008,E,BO,2DD2M0,4682,XB,P6,B4,Speakers,1400,1,15NOV2009:12:00:00 AM,25FEB2009:12:00:00 AM,Others,Y
Rep009,S,BO,2DD2M9,1375,DX,P3,B1,Projectors,4631,1,16NOV2009:12:00:00 AM,25FEB2009:12:00:00 AM,Private Sector,C
Rep001,E,BO,2DD2M9,1375,CI,P9,B1,Monitors,3893,3,17NOV2009:12:00:00 AM,25FEB2009:12:00:00 AM,Large Enterprise,B
Rep002,E,BO,2DD2M9,1375,2I,P8,B4,Hard Drives,4914,2,18NOV2009:12:00:00 AM,25FEB2009:12:00:00 AM,Large Enterprise,G
Rep003,S,BO,2DD588,3117,DI,P2,B1,Headsets & Microphones,2353,3,19NOV2009:12:00:00 AM,26FEB2009:12:00:00 AM,Others,A
Rep003,E,BO,2DD588,3117,TW,P6,B5,Speakers,2633,3,20NOV2009:12:00:00 AM,26FEB2009:12:00:00 AM,Public sector,W
Rep002,E,BO,2DD588,3117,3B,P1,B2,Batteries,1921,3,21NOV2009:12:00:00 AM,26FEB2009:12:00:00 AM,Large Enterprise,Y
Rep010,E,BO,2DD588,3117,A,P1,B2,Batteries,855,3,22NOV2009:12:00:00 AM,26FEB2009:12:00:00 AM,Others,D
Rep002,E,BO,2DD588,3117,BI,P7,B1,Power cables,1543,4,23NOV2009:12:00:00 AM,26FEB2009:12:00:00 AM,Large Enterprise,U
Rep002,S,BO,2DD588,3117,ZI,P7,B5,Power cables,2786,1,24NOV2009:12:00:00 AM,26FEB2009:12:00:00 AM,Public sector,U
Rep008,S,BO,2DD6T9,3971,TL,P1,B1,Batteries,1346,1,25NOV2009:12:00:00 AM,27FEB2009:12:00:00 AM,Others,W
Rep003,E,BO,2DD6T9,3971,XB,P3,B2,Projectors,2470,1,26NOV2009:12:00:00 AM,27FEB2009:12:00:00 AM,Public sector,Y
Rep010,E,BO,2DD7FL,4567,TW,P9,B5,Monitors,3391,4,27NOV2009:12:00:00 AM,27FEB2009:12:00:00 AM,Others,W
Rep007,E,BO,2DD7FL,4567,3B,P3,B2,Projectors,544,2,28NOV2009:12:00:00 AM,27FEB2009:12:00:00 AM,Public sector,Y
Rep005,S,BO,2DD7JQ,1562,CA,P2,B5,Headsets & Microphones,2634,3,29NOV2009:12:00:00 AM,28FEB2009:12:00:00 AM,Public sector,X
Rep006,S,BO,2DD7JQ,1562,TW,P9,B4,Monitors,3232,4,30NOV2009:12:00:00 AM,28FEB2009:12:00:00 AM,Large Enterprise,W
Rep008,E,BO,2DD7JQ,1562,XB,P5,B1,Printers,3411,4,01DEC2009:12:00:00 AM,28FEB2009:12:00:00 AM,Private Sector,Y
Rep006,E,BO,2DD81L,4557,UN,P5,B2,Printers,1321,3,02DEC2009:12:00:00 AM,28FEB2009:12:00:00 AM,Others,W
Rep005,S,BO,2DD81L,4557,WB,P10,B5,Power Adaptors,2629,4,03DEC2009:12:00:00 AM,28FEB2009:12:00:00 AM,Others,Y
Rep001,S,BO,2DD8XV,9041,UN,P6,B4,Speakers,3425,4,04DEC2009:12:00:00 AM,01MAR2009:12:00:00 AM,Public sector,W
Rep008,E,BO,2DD8XV,9041,XB,P8,B4,Hard Drives,3693,4,05DEC2009:12:00:00 AM,01MAR2009:12:00:00 AM,Others,Y
Rep001,S,BO,2DD94H,6065,P,P2,B3,Headsets & Microphones,1003,2,06DEC2009:12:00:00 AM,02MAR2009:12:00:00 AM,Others,A
Rep005,E,BO,2DD94H,6065,A,P2,B4,Headsets & Microphones,3554,4,07DEC2009:12:00:00 AM,02MAR2009:12:00:00 AM,Private Sector,D
Rep009,S,BO,2DD94H,6065,BI,P7,B4,Power cables,933,1,08DEC2009:12:00:00 AM,02MAR2009:12:00:00 AM,Large Enterprise,U
Rep005,E,BO,2DD94H,6065,XB,P5,B2,Printers,619,3,09DEC2009:12:00:00 AM,02MAR2009:12:00:00 AM,Others,Y
Rep004,E,BO,2DDA3D,6615,CA,P6,B2,Speakers,2615,2,10DEC2009:12:00:00 AM,02MAR2009:12:00:00 AM,Large Enterprise,X
Rep009,S,BO,2DDA3D,6615,TW,P3,B5,Projectors,2270,3,11DEC2009:12:00:00 AM,02MAR2009:12:00:00 AM,Others,W
Rep010,S,BO,2DDA3D,6615,XX,P4,B1,Keyboards,1360,4,12DEC2009:12:00:00 AM,02MAR2009:12:00:00 AM,Private Sector,Y
Rep004,E,BO,2DDA9Y,6678,KI,P3,B2,Projectors,1990,2,13DEC2009:12:00:00 AM,02MAR2009:12:00:00 AM,Large Enterprise,A
Rep001,E,BO,2DDA9Y,6678,Y,P2,B3,Headsets & Microphones,768,1,14DEC2009:12:00:00 AM,02MAR2009:12:00:00 AM,Large Enterprise,A
Rep007,E,BO,2DDA9Y,6678,ZI,P3,B1,Projectors,4192,3,15DEC2009:12:00:00 AM,02MAR2009:12:00:00 AM,Others,D
Rep009,E,BO,2DDA9Y,6678,C1,P9,B3,Monitors,1959,4,16DEC2009:12:00:00 AM,02MAR2009:12:00:00 AM,Public sector,P
Rep001,S,BO,2DDA9Y,6678,BI,P9,B5,Monitors,3711,3,17DEC2009:12:00:00 AM,02MAR2009:12:00:00 AM,Public sector,U
Rep003,S,BO,2DDA9Y,6678,CA,P3,B4,Projectors,2435,4,18DEC2009:12:00:00 AM,02MAR2009:12:00:00 AM,Private Sector,X
Rep009,S,BO,2DDA9Y,6678,TW,P1,B2,Batteries,3578,4,19DEC2009:12:00:00 AM,02MAR2009:12:00:00 AM,Others,W
Rep004,E,BO,2DDA9Y,6678,3B,P4,B5,Keyboards,2386,3,20DEC2009:12:00:00 AM,02MAR2009:12:00:00 AM,Private Sector,Y
Rep005,S,BO,2DDA9Y,6678,LU,P5,B4,Printers,2845,4,21DEC2009:12:00:00 AM,02MAR2009:12:00:00 AM,Public sector,Q
Rep001,E,BO,2DDAW4,9493,,P2,B3,Headsets & Microphones,4033,3,22DEC2009:12:00:00 AM,02MAR2009:12:00:00 AM,Large Enterprise,G
Rep004,E,BO,2DDAW4,9493,BI,P5,B1,Printers,2795,2,23DEC2009:12:00:00 AM,02MAR2009:12:00:00 AM,Others,U
Rep005,S,BO,2DDAW4,9493,UN,P1,B1,Batteries,3248,1,24DEC2009:12:00:00 AM,02MAR2009:12:00:00 AM,Others,W
Rep006,S,BO,2DDAW4,9493,WB,P7,B1,Power cables,761,1,25DEC2009:12:00:00 AM,02MAR2009:12:00:00 AM,Others,Y
Rep004,S,BO,2DDC34,7237,CA,P9,B5,Monitors,1263,1,26DEC2009:12:00:00 AM,02MAR2009:12:00:00 AM,Large Enterprise,X
Rep009,S,BO,2DDC34,7237,TW,P6,B5,Speakers,3264,2,27DEC2009:12:00:00 AM,02MAR2009:12:00:00 AM,Public sector,W
Rep002,E,BO,2DDC34,7237,3B,P9,B5,Monitors,2143,4,28DEC2009:12:00:00 AM,02MAR2009:12:00:00 AM,Private Sector,Y
Rep003,E,BO,2DDDCM,8948,TW,P4,B1,Keyboards,1190,4,29DEC2009:12:00:00 AM,03MAR2009:12:00:00 AM,Public sector,W
Rep002,E,BO,2DDDCM,8948,WB,P5,B4,Printers,3112,2,30DEC2009:12:00:00 AM,03MAR2009:12:00:00 AM,Others,Y
Rep010,S,BO,2DDDCM,8948,AI,P1,B2,Batteries,2331,3,31DEC2009:12:00:00 AM,03MAR2009:12:00:00 AM,Public sector,A
Rep008,S,BO,2DDDCM,8948,ZI,P4,B5,Keyboards,1247,3,01JAN2010:12:00:00 AM,03MAR2009:12:00:00 AM,Public sector,D
Rep007,S,BO,2DDDCM,8948,1I,P3,B2,Projectors,4550,3,02JAN2010:12:00:00 AM,03MAR2009:12:00:00 AM,Public sector,G
Rep010,S,BO,2DDDCM,8948,BI,P1,B3,Batteries,3569,4,03JAN2010:12:00:00 AM,03MAR2009:12:00:00 AM,Large Enterprise,U
Rep009,S,BO,2DDDD3,1991,3B,P2,B4,Headsets & Microphones,2539,4,04JAN2010:12:00:00 AM,03MAR2009:12:00:00 AM,Private Sector,Y
Rep003,S,BO,2DDDER,6605,1I,P5,B5,Printers,3994,4,05JAN2010:12:00:00 AM,03MAR2009:12:00:00 AM,Public sector,G
Rep003,S,BO,2DDE3T,8478,UN,P5,B3,Printers,2969,2,06JAN2010:12:00:00 AM,03MAR2009:12:00:00 AM,Public sector,W
Rep004,E,BO,2DDE3T,8478,XX,P9,B3,Monitors,3419,2,07JAN2010:12:00:00 AM,03MAR2009:12:00:00 AM,Private Sector,Y
Rep002,S,BO,2DDEKC,9933,XB,P6,B4,Speakers,4076,4,08JAN2010:12:00:00 AM,03MAR2009:12:00:00 AM,Public sector,Y
Rep007,E,BO,2DDFCN,7932,AB,P2,B5,Headsets & Microphones,3952,2,09JAN2010:12:00:00 AM,04MAR2009:12:00:00 AM,Large Enterprise,C
Rep007,E,BO,2DDFCX,6602,TW,P9,B2,Monitors,2343,2,10JAN2010:12:00:00 AM,04MAR2009:12:00:00 AM,Others,W
Rep009,S,BO,2DDFCX,6602,WB,P10,B4,Power Adaptors,3951,1,11JAN2010:12:00:00 AM,04MAR2009:12:00:00 AM,Others,Y
Rep003,S,BO,2DDFMF,9640,1I,P5,B1,Printers,837,1,12JAN2010:12:00:00 AM,04MAR2009:12:00:00 AM,Private Sector,G
Rep002,E,BO,2DDHVF,17,TW,P4,B5,Keyboards,954,1,13JAN2010:12:00:00 AM,04MAR2009:12:00:00 AM,Private Sector,W
Rep004,S,BO,2DDHVF,17,XB,P9,B3,Monitors,3163,4,14JAN2010:12:00:00 AM,04MAR2009:12:00:00 AM,Large Enterprise,Y
Rep003,S,BO,2DDJ0M,591,,P9,B1,Monitors,671,3,15JAN2010:12:00:00 AM,04MAR2009:12:00:00 AM,Large Enterprise,G
Rep009,E,BO,2DDJ0M,591,XX,P5,B3,Printers,2387,1,16JAN2010:12:00:00 AM,04MAR2009:12:00:00 AM,Large Enterprise,Y
Rep003,E,BO,2DDJL6,9203,TW,P5,B1,Printers,874,3,17JAN2010:12:00:00 AM,05MAR2009:12:00:00 AM,Large Enterprise,W
Rep003,S,BO,2DDJL6,9203,WB,P2,B5,Headsets & Microphones,2555,3,18JAN2010:12:00:00 AM,05MAR2009:12:00:00 AM,Others,Y
Rep006,S,BO,2DDK5D,1081,UN,P2,B5,Headsets & Microphones,1510,2,19JAN2010:12:00:00 AM,05MAR2009:12:00:00 AM,Public sector,W
Rep002,E,BO,2DDK5D,1081,3B,P6,B4,Speakers,3197,2,20JAN2010:12:00:00 AM,05MAR2009:12:00:00 AM,Large Enterprise,Y
Rep001,S,BO,2DDKQ0,9172,XB,P10,B3,Power Adaptors,2214,3,21JAN2010:12:00:00 AM,05MAR2009:12:00:00 AM,Others,Y
Rep008,E,BO,2DDKRM,9991,D,P2,B5,Headsets & Microphones,3859,4,22JAN2010:12:00:00 AM,05MAR2009:12:00:00 AM,Private Sector,A
Rep009,E,BO,2DDKRM,9991,Z,P1,B3,Batteries,3565,3,23JAN2010:12:00:00 AM,05MAR2009:12:00:00 AM,Public sector,U
Rep006,E,BO,2DDKRM,9991,TW,P2,B5,Headsets & Microphones,4037,3,24JAN2010:12:00:00 AM,05MAR2009:12:00:00 AM,Public sector,W
Rep009,S,BO,2DDKRM,9991,XX,P7,B1,Power cables,4392,3,25JAN2010:12:00:00 AM,05MAR2009:12:00:00 AM,Private Sector,Y
Rep002,E,BO,2DDKXR,63,LB,P5,B3,Printers,3270,3,26JAN2010:12:00:00 AM,05MAR2009:12:00:00 AM,Others,Y
Rep001,E,BO,2DDL25,167,LB,P2,B3,Headsets & Microphones,4200,1,27JAN2010:12:00:00 AM,05MAR2009:12:00:00 AM,Large Enterprise,Y
Rep003,S,BO,2DDL2L,175,LB,P6,B5,Speakers,3161,3,28JAN2010:12:00:00 AM,05MAR2009:12:00:00 AM,Private Sector,Y
Rep001,S,BO,2DDLYN,2157,CA,P5,B5,Printers,1226,3,29JAN2010:12:00:00 AM,06MAR2009:12:00:00 AM,Public sector,X
Rep008,E,BO,2DDLYN,2157,XB,P7,B1,Power cables,4629,2,30JAN2010:12:00:00 AM,06MAR2009:12:00:00 AM,Private Sector,Y
Rep002,E,BO,2DDMQ6,4729,3B,P9,B1,Monitors,1760,4,31JAN2010:12:00:00 AM,06MAR2009:12:00:00 AM,Others,Y
Rep009,E,BO,2DDNQC,8869,XX,P10,B2,Power Adaptors,3082,3,01FEB2010:12:00:00 AM,07MAR2009:12:00:00 AM,Private Sector,Y
Rep005,S,BO,2DDQ0P,6720,1I,P1,B3,Batteries,4801,2,02FEB2010:12:00:00 AM,08MAR2009:12:00:00 AM,Others,G
Rep010,E,BO,2DDQ0P,6720,BI,P2,B5,Headsets & Microphones,4224,2,03FEB2010:12:00:00 AM,08MAR2009:12:00:00 AM,Public sector,U
Rep006,S,BO,2DDQ0P,6720,UN,P7,B3,Power cables,2302,4,04FEB2010:12:00:00 AM,08MAR2009:12:00:00 AM,Public sector,W
Rep010,S,BO,2DDQ0P,6720,XX,P1,B5,Batteries,4106,3,05FEB2010:12:00:00 AM,08MAR2009:12:00:00 AM,Large Enterprise,Y
Rep006,E,BO,2DDQC2,2941,3B,P3,B5,Projectors,4023,1,06FEB2010:12:00:00 AM,09MAR2009:12:00:00 AM,Private Sector,Y
Rep008,E,BO,2DDQFT,3001,3B,P9,B3,Monitors,3146,2,07FEB2010:12:00:00 AM,09MAR2009:12:00:00 AM,Private Sector,Y
Rep007,E,BO,2DDRXY,3783,TW,P1,B1,Batteries,2210,4,08FEB2010:12:00:00 AM,09MAR2009:12:00:00 AM,Public sector,W
Rep004,E,BO,2DDRXY,3783,XX,P6,B1,Speakers,2005,4,09FEB2010:12:00:00 AM,09MAR2009:12:00:00 AM,Others,Y
Rep006,E,BO,2DDT0E,3846,UN,P8,B3,Hard Drives,3001,2,10FEB2010:12:00:00 AM,09MAR2009:12:00:00 AM,Private Sector,W
Rep002,S,BO,2DDT0E,3846,3B,P9,B1,Monitors,4511,4,11FEB2010:12:00:00 AM,09MAR2009:12:00:00 AM,Public sector,Y
Rep001,S,BO,2DDT0V,4738,DI,P9,B1,Monitors,4941,2,12FEB2010:12:00:00 AM,09MAR2009:12:00:00 AM,Others,A
Rep007,S,BO,2DDT0V,4738,Y,P5,B4,Printers,3481,3,13FEB2010:12:00:00 AM,09MAR2009:12:00:00 AM,Large Enterprise,A
Rep005,S,BO,2DDT1C,3868,ZI,P8,B5,Hard Drives,1543,2,14FEB2010:12:00:00 AM,09MAR2009:12:00:00 AM,Others,U
Rep007,S,BO,2DDT1C,3868,CA,P3,B2,Projectors,1691,3,15FEB2010:12:00:00 AM,09MAR2009:12:00:00 AM,Public sector,X
Rep007,E,BO,2DDT1C,3868,UN,P4,B2,Keyboards,1928,3,16FEB2010:12:00:00 AM,09MAR2009:12:00:00 AM,Large Enterprise,W
Rep001,S,BO,2DDT1C,3868,3B,P7,B1,Power cables,1466,3,17FEB2010:12:00:00 AM,09MAR2009:12:00:00 AM,Others,Y
Rep008,S,BO,2DDT1C,3868,3B,P10,B1,Power Adaptors,2058,2,18FEB2010:12:00:00 AM,09MAR2009:12:00:00 AM,Others,Y
Rep007,E,BO,2DDV47,4245,3B,P9,B4,Monitors,3850,1,19FEB2010:12:00:00 AM,10MAR2009:12:00:00 AM,Large Enterprise,Y
Rep010,S,BO,2DDX18,5151,UN,P8,B1,Hard Drives,4585,4,20FEB2010:12:00:00 AM,11MAR2009:12:00:00 AM,Private Sector,W
Rep004,E,BO,2DDX18,5151,RB,P4,B3,Keyboards,2655,2,21FEB2010:12:00:00 AM,11MAR2009:12:00:00 AM,Large Enterprise,Y
Rep008,E,BO,2DDXET,1693,CA,P5,B3,Printers,1426,1,22FEB2010:12:00:00 AM,11MAR2009:12:00:00 AM,Public sector,X
Rep004,S,BO,2DDXET,1693,XX,P6,B4,Speakers,4120,4,23FEB2010:12:00:00 AM,11MAR2009:12:00:00 AM,Private Sector,Y
Rep008,S,BO,2DE3X3,8385,MB,P7,B2,Power cables,629,1,24FEB2010:12:00:00 AM,13MAR2009:12:00:00 AM,Private Sector,C
Rep002,S,BO,2DE83D,2212,TL,P10,B1,Power Adaptors,3817,1,25FEB2010:12:00:00 AM,15MAR2009:12:00:00 AM,Public sector,W
Rep001,E,BO,2DE83D,2212,XX,P4,B4,Keyboards,4014,2,26FEB2010:12:00:00 AM,15MAR2009:12:00:00 AM,Others,Y
Rep010,E,BO,2DE83D,2212,LU,P4,B1,Keyboards,4283,1,27FEB2010:12:00:00 AM,15MAR2009:12:00:00 AM,Large Enterprise,Q
Rep003,E,BO,2DE900,2854,1I,P7,B3,Power cables,2281,1,28FEB2010:12:00:00 AM,16MAR2009:12:00:00 AM,Public sector,G
Rep005,E,BO,2DE900,2854,BI,P5,B4,Printers,2595,4,01MAR2010:12:00:00 AM,16MAR2009:12:00:00 AM,Large Enterprise,U
Rep006,E,BO,2DE900,2854,XB,P6,B3,Speakers,1231,4,02MAR2010:12:00:00 AM,16MAR2009:12:00:00 AM,Private Sector,Y
Rep008,S,BO,2DED0F,5200,3B,P5,B1,Printers,1839,3,03MAR2010:12:00:00 AM,17MAR2009:12:00:00 AM,Others,Y
Rep006,S,BO,2DEEHK,984,CA,P1,B5,Batteries,2618,3,04MAR2010:12:00:00 AM,17MAR2009:12:00:00 AM,Public sector,X
Rep001,E,BO,2DEEHK,984,DI,P6,B5,Speakers,1888,4,05MAR2010:12:00:00 AM,17MAR2009:12:00:00 AM,Large Enterprise,A
Rep001,E,BO,2DEEHK,984,3B,P5,B5,Printers,1337,4,06MAR2010:12:00:00 AM,17MAR2009:12:00:00 AM,Private Sector,Y
Rep007,E,RO,2D8VT3,34,DI,P2,B4,Headsets & Microphones,2357,2,07MAR2010:12:00:00 AM,02JAN2009:12:00:00 AM,Large Enterprise,A
Rep005,E,RO,2D8VT3,34,SI,P3,B1,Projectors,4461,4,08MAR2010:12:00:00 AM,02JAN2009:12:00:00 AM,Large Enterprise,M
Rep004,E,RO,2D8W2E,161,XB,P10,B3,Power Adaptors,3837,1,09MAR2010:12:00:00 AM,02JAN2009:12:00:00 AM,Public sector,Y
Rep008,S,RO,2D8YKX,2107,,P7,B2,Power cables,3393,3,10MAR2010:12:00:00 AM,04JAN2009:12:00:00 AM,Large Enterprise,G
Rep008,S,RO,2D91HT,3237,,P1,B1,Batteries,1195,4,11MAR2010:12:00:00 AM,05JAN2009:12:00:00 AM,Others,G
Rep006,E,RO,2D91P5,690,3B,P1,B5,Batteries,2213,3,12MAR2010:12:00:00 AM,05JAN2009:12:00:00 AM,Others,Y
Rep004,S,RO,2D91TF,3454,Y,P3,B1,Projectors,3827,2,13MAR2010:12:00:00 AM,05JAN2009:12:00:00 AM,Public sector,A
Rep003,E,RO,2D91TF,3454,BI,P8,B3,Hard Drives,2808,1,14MAR2010:12:00:00 AM,05JAN2009:12:00:00 AM,Public sector,U
Rep009,E,RO,2D91TF,3454,ZI,P4,B2,Keyboards,4611,1,15MAR2010:12:00:00 AM,05JAN2009:12:00:00 AM,Private Sector,U
Rep008,S,RO,2D91YT,3580,XI,P1,B4,Batteries,2068,3,16MAR2010:12:00:00 AM,05JAN2009:12:00:00 AM,Public sector,D
Rep004,S,RO,2D935T,4294,TW,P2,B3,Headsets & Microphones,3397,2,17MAR2010:12:00:00 AM,06JAN2009:12:00:00 AM,Large Enterprise,W
Rep005,S,RO,2D935T,4294,XB,P6,B3,Speakers,3399,2,18MAR2010:12:00:00 AM,06JAN2009:12:00:00 AM,Others,Y
Rep010,E,RO,2D93PN,4581,CA,P9,B1,Monitors,3990,3,19MAR2010:12:00:00 AM,06JAN2009:12:00:00 AM,Others,X
Rep005,E,RO,2D93PN,4581,TW,P6,B2,Speakers,2465,4,20MAR2010:12:00:00 AM,06JAN2009:12:00:00 AM,Public sector,W
Rep010,E,RO,2D93PN,4581,WB,P10,B3,Power Adaptors,3838,4,21MAR2010:12:00:00 AM,06JAN2009:12:00:00 AM,Public sector,Y
Rep009,E,RO,2D964A,4234,UN,P4,B4,Keyboards,1966,4,22MAR2010:12:00:00 AM,07JAN2009:12:00:00 AM,Large Enterprise,W
